theta,load,ev,category,cost,scen,pricing,Renewable_Share,mean price,mean quantity,sd price,delta CS,delta EV charging cost,delta PS,delta total surplus,delta CS-highflexible customer,delta CS-midflexible customer,delta CS-inflexible customer,value of dynamic pricing
0.1,2007,full,unconst.,current,Moderate,flat,3.61,80,1056,0,42.8,-31.9,1.6,44.3,37.4,37.4,37.4,0
0.1,2007,full,unconst.,current,Moderate,dynamic,12.74,82,1056,19,42.1,-38.2,8.8,50.9,34.8,34.5,34.5,6.6
0.1,2007,full,unconst.,current,Pessimistic,flat,3.45,87,1049,0,36,-25.5,8.3,44.3,31.1,31.1,31.1,0
0.1,2007,full,unconst.,current,Pessimistic,dynamic,4.27,68,1074,6,54.3,-49.1,-4.1,50.2,47.2,45.4,45.2,5.9
0.1,2007,full,unconst.,future,Optimistic,flat,76,89,1045,0,35.2,-32.1,-2,33.2,29.3,29.3,29.3,0
0.1,2007,full,unconst.,future,Optimistic,dynamic,83,74,1102,38,46.4,-50.4,-2.2,44.1,43.5,35.7,32.1,10.9
0.1,2007,full,unconst.,future,Moderate,flat,76,89,1045,0,35.1,-30.4,-1.9,33.2,29.5,29.5,29.5,0
0.1,2007,full,unconst.,future,Moderate,dynamic,82,77,1090,38,43.1,-49.1,-1.2,41.9,43.9,34.8,31,8.7
0.1,2007,full,unconst.,future,Pessimistic,flat,76,89,1044,0,34.2,-29.6,-1.1,33.2,29.3,29.3,29.3,0
0.1,2007,full,unconst.,future,Pessimistic,dynamic,82,81,1083,42,40.3,-48.6,0.1,40.4,44.3,34.1,30.1,7.2
0.1,2045,full,fossil,current,Optimistic,flat,3.77,91,941,0,34.9,-31.8,10.4,45.3,27.4,27.4,27.4,0
0.1,2045,full,fossil,current,Optimistic,dynamic,3.71,77,958,5,48.3,-41.3,3.5,51.7,38.9,38.9,38.9,6.4
0.1,2045,full,fossil,current,Moderate,flat,3.77,91,941,0,34,-22.6,11.3,45.3,27.4,27.4,27.4,0
0.1,2045,full,fossil,current,Moderate,dynamic,3.71,77,958,5,51,-46.4,0.7,51.7,38.9,38.9,38.9,6.4
0.1,2045,full,fossil,current,Pessimistic,flat,3.77,91,941,0,32.4,-22,13,45.5,27.1,27.1,27.1,0
0.1,2045,full,fossil,current,Pessimistic,dynamic,NA,75,956,0,47.6,-45.6,4.2,51.8,41.1,38.1,37.8,6.3
0.1,2045,full,fossil,future,Optimistic,flat,3.88,125,905,0,0,0,0,0,0,0,0,0
0.1,2045,full,fossil,future,Optimistic,dynamic,3.88,121,907,10,3.1,-5.3,1.4,4.5,3.2,3.2,3.2,4.5
0.1,2045,full,fossil,future,Moderate,flat,3.88,125,905,0,0,0,0,0,0,0,0,0
0.1,2045,full,fossil,future,Moderate,dynamic,3.89,125,905,10,1.8,-7.2,2.7,4.5,-0.4,-0.3,-0.3,4.5
0.1,2045,full,fossil,future,Pessimistic,flat,3.88,124,905,0,0,0,0,0,0,0,0,0
0.1,2045,full,fossil,future,Pessimistic,dynamic,3.87,121,910,11,5.8,-10.9,-1.3,4.5,2.6,2.4,2.4,4.5
0.1,2045,full,100% Renewable,current,Optimistic,flat,100,166,872,0,-42.2,33.8,-2.3,-44.5,-32.7,-32.7,-32.7,0
0.1,2045,full,100% Renewable,current,Optimistic,dynamic,100,128,957,88,-13,-9.7,-2.5,-15.5,3.4,-16.3,-25.5,29
0.1,2045,full,100% Renewable,current,Moderate,flat,100,168,872,0,-41.3,31.7,-3.2,-44.5,-34.2,-34.2,-34.2,0
0.1,2045,full,100% Renewable,current,Moderate,dynamic,100,134,942,94,-18.7,-14.7,-2,-20.7,4.2,-18.6,-29.4,23.8
0.1,2045,full,100% Renewable,current,Pessimistic,flat,100,171,871,0,-41.9,29.6,-2.8,-44.7,-37,-37,-37,0
0.1,2045,full,100% Renewable,current,Pessimistic,dynamic,100,137,930,96,-24.9,-13.4,0.1,-24.8,4.7,-19,-30.3,19.9
0.1,2045,full,100% Renewable,future,Optimistic,flat,100,98,931,0,26.4,-24.5,-26.7,-0.4,21.6,21.6,21.6,0
0.1,2045,full,100% Renewable,future,Optimistic,dynamic,100,85,1048,75,42.6,-46.7,-26.8,15.8,43,31.1,26.2,16.2
0.1,2045,full,100% Renewable,future,Moderate,flat,100,98,930,0,28.9,-29.4,-29.3,-0.4,21.5,21.5,21.5,0
0.1,2045,full,100% Renewable,future,Moderate,dynamic,100,89,1032,80,41.8,-51.7,-29.1,12.8,43.6,30.8,26,13.2
0.1,2045,full,100% Renewable,future,Pessimistic,flat,100,98,931,0,27,-28,-27.4,-0.4,21.3,21.3,21.3,0
0.1,2045,full,100% Renewable,future,Pessimistic,dynamic,100,93,1021,83,37.9,-50.3,-27.1,10.8,44.3,30.7,25.5,11.2
0.1,2045,full,unconst.,current,Optimistic,flat,3.93,75,960,0,49.5,-36,-4.1,45.4,41,41,41,0
0.1,2045,full,unconst.,current,Optimistic,dynamic,6.09,73,962,4,52.5,-44.6,-0.7,51.8,42.7,42.7,42.7,6.4
0.1,2045,full,unconst.,current,Moderate,flat,3.74,82,950,0,69.6,-60.1,-24.3,45.3,35.3,35.3,35.3,0
0.1,2045,full,unconst.,current,Moderate,dynamic,6.54,73,963,5,52.7,-47.8,-0.9,51.8,42.5,42.6,42.6,6.5
0.1,2045,full,unconst.,current,Pessimistic,flat,4.67,89,941,0,33.4,-19.9,12.1,45.5,28.7,28.7,28.7,0
0.1,2045,full,unconst.,current,Pessimistic,dynamic,5.88,72,961,4,49.8,-49.6,2,51.8,42.9,41.5,41.4,6.3
0.1,2045,full,unconst.,future,Optimistic,flat,74,89,942,0,35.9,-30.3,-2.8,33.1,29.7,29.7,29.7,0
0.1,2045,full,unconst.,future,Optimistic,dynamic,81,73,993,36,47.9,-48.4,-3.3,44.6,44.4,36.5,33.2,11.5
0.1,2045,full,unconst.,future,Moderate,flat,75,89,942,0,38.7,-35.3,-5.6,33.1,29.6,29.6,29.6,0
0.1,2045,full,unconst.,future,Moderate,dynamic,81,76,985,37,48,-54.2,-5.6,42.4,45.4,36.2,32.5,9.3
0.1,2045,full,unconst.,future,Pessimistic,flat,75,88,942,0,36.6,-34.1,-3.3,33.3,29.7,29.7,29.7,0
0.1,2045,full,unconst.,future,Pessimistic,dynamic,81,80,977,41,43.8,-53,-2.7,41.1,45.6,35.1,31,7.8
0.5,2007,2016,fossil,current,Optimistic,flat,2.93,78,1474,0,49.2,-34.5,-3.4,45.8,39.3,39.3,39.3,0
0.5,2007,2016,fossil,current,Optimistic,dynamic,2.5,58,1715,5,72.7,-57.2,-22.2,50.5,57.2,56.2,56.2,4.7
0.5,2007,2016,fossil,current,Moderate,flat,2.93,78,1474,0,50.5,-35.9,-5,45.6,39.6,39.6,39.6,0
0.5,2007,2016,fossil,current,Moderate,dynamic,2.51,58,1710,5,74.6,-60.2,-24.4,50.2,57.9,56.1,55.9,4.6
0.5,2007,2016,fossil,current,Pessimistic,flat,2.93,78,1474,0,51.2,-35.8,-5.6,45.6,39.7,39.7,39.7,0
0.5,2007,2016,fossil,current,Pessimistic,dynamic,2.54,49,1702,1,73.3,-61,-25.1,48.2,64.1,55.6,54.6,2.6
0.5,2007,2016,fossil,future,Optimistic,flat,3.74,127,1151,0,0,0,0,0,0,0,0,0
0.5,2007,2016,fossil,future,Optimistic,dynamic,3.58,117,1197,8,7.6,-13.7,-4.7,2.9,8.3,7.3,7.3,2.9
0.5,2007,2016,fossil,future,Moderate,flat,3.76,127,1147,0,0,0,0,0,0,0,0,0
0.5,2007,2016,fossil,future,Moderate,dynamic,3.58,115,1201,7,10.8,-16.4,-8.1,2.6,10.8,8.8,8.4,2.6
0.5,2007,2016,fossil,future,Pessimistic,flat,3.75,127,1148,0,0,0,0,0,0,0,0,0
0.5,2007,2016,fossil,future,Pessimistic,dynamic,3.69,112,1169,6,4,-17.5,-2.6,1.4,12.4,3.4,2.4,1.4
0.5,2007,2016,100% Renewable,current,Optimistic,flat,100,172,984,0,-39.2,45.5,1.1,-38.2,-34.6,-34.6,-34.6,0
0.5,2007,2016,100% Renewable,current,Optimistic,dynamic,NA,128,1175,60,-15,-12,2.4,-12.6,4,-18,-27.8,25.6
0.5,2007,2016,100% Renewable,current,Moderate,flat,100,173,986,0,-35.9,41,-2.2,-38.1,-34.8,-34.8,-34.8,0
0.5,2007,2016,100% Renewable,current,Moderate,dynamic,NA,134,1128,70,-21.3,-14.2,2.2,-19.1,4.3,-19.8,-29.8,19
0.5,2007,2016,100% Renewable,current,Pessimistic,flat,100,172,984,0,-36.1,42.6,-2.1,-38.2,-34.4,-34.4,-34.4,0
0.5,2007,2016,100% Renewable,current,Pessimistic,dynamic,NA,135,1097,67,-24.6,-17.6,0.2,-24.4,7.1,-18.1,-27.9,13.8
0.5,2007,2016,100% Renewable,future,Optimistic,flat,100,102,1285,0,23,-20.1,-21.9,1.1,19.8,19.8,19.8,0
0.5,2007,2016,100% Renewable,future,Optimistic,dynamic,100,82,1518,35,42,-46.4,-21.5,20.5,43.3,30.4,26.7,19.4
0.5,2007,2016,100% Renewable,future,Moderate,flat,100,102,1285,0,24.5,-21.5,-23.4,1.1,20.2,20.2,20.2,0
0.5,2007,2016,100% Renewable,future,Moderate,dynamic,100,87,1458,37,39,-48.2,-22.5,16.5,44,30.4,26.9,15.4
0.5,2007,2016,100% Renewable,future,Pessimistic,flat,100,102,1285,0,24.6,-21.1,-23.6,1.1,20.1,20.1,20.1,0
0.5,2007,2016,100% Renewable,future,Pessimistic,dynamic,100,90,1418,39,36.2,-48.5,-22.4,13.7,44.4,30.2,26.5,12.6
0.5,2007,2016,unconst.,current,Optimistic,flat,3.17,78,1475,0,49.7,-37.7,-3.9,45.8,39.5,39.5,39.5,0
0.5,2007,2016,unconst.,current,Optimistic,dynamic,2.5,59,1715,6,73.4,-57.8,-22.9,50.5,56.5,55.5,55.5,4.7
0.5,2007,2016,unconst.,current,Moderate,flat,3.35,80,1450,0,47,-40.7,-1.5,45.6,38.1,38.1,38.1,0
0.5,2007,2016,unconst.,current,Moderate,dynamic,2.51,58,1710,6,74.8,-60,-24.6,50.2,58.1,56.4,56.3,4.6
0.5,2007,2016,unconst.,current,Pessimistic,flat,3.01,77,1475,0,51.4,-40,-5.7,45.6,40.9,40.9,40.9,0
0.5,2007,2016,unconst.,current,Pessimistic,dynamic,2.54,49,1702,1,73.5,-61.2,-25.3,48.2,64.2,55.7,54.6,2.6
0.5,2007,2016,unconst.,future,Optimistic,flat,77,94,1340,0,33.5,-25.7,-0.9,32.7,26.3,26.3,26.3,0
0.5,2007,2016,unconst.,future,Optimistic,dynamic,84,76,1514,21,45.3,-46.5,-1.1,44.2,43.8,34.5,31.3,11.5
0.5,2007,2016,unconst.,future,Moderate,flat,77,94,1341,0,32.9,-27,-0.4,32.5,26.8,26.8,26.8,0
0.5,2007,2016,unconst.,future,Moderate,dynamic,83,81,1459,27,41.6,-48.5,-0.8,40.8,44.4,32.8,29.9,8.3
0.5,2007,2016,unconst.,future,Pessimistic,flat,77,94,1343,0,32.8,-26.3,-0.3,32.6,26.9,26.9,26.9,0
0.5,2007,2016,unconst.,future,Pessimistic,dynamic,82,87,1414,31,37.8,-49.6,0.5,38.3,45.5,31.4,28.4,5.7
0.5,2045,2016,fossil,current,Optimistic,flat,3.36,84,1282,0,43,-37.6,3.3,46.3,34.5,34.5,34.5,0
0.5,2045,2016,fossil,current,Optimistic,dynamic,2.75,57,1554,4,74.9,-58.5,-26,48.9,57.9,57.2,57.2,2.6
0.5,2045,2016,fossil,current,Moderate,flat,3.14,74,1373,0,55.1,-41.8,-8.8,46.2,42.7,42.7,42.7,0
0.5,2045,2016,fossil,current,Moderate,dynamic,2.74,57,1560,5,75.9,-59.5,-27,48.9,58,57,56.9,2.7
0.5,2045,2016,fossil,current,Pessimistic,flat,3.35,84,1286,0,45.4,-26.9,0.9,46.3,33.8,33.8,33.8,0
0.5,2045,2016,fossil,current,Pessimistic,dynamic,3.01,61,1432,0,60.9,-50.2,-12.5,48.4,53.3,48.1,47.7,2.1
0.5,2045,2016,fossil,future,Optimistic,flat,4.14,126,1039,0,0,0,0,0,0,0,0,0
0.5,2045,2016,fossil,future,Optimistic,dynamic,3.99,120,1074,10,7.6,-12.8,-5,2.7,6.1,5,5,2.7
0.5,2045,2016,fossil,future,Moderate,flat,4.14,126,1040,0,0,0,0,0,0,0,0,0
0.5,2045,2016,fossil,future,Moderate,dynamic,3.95,114,1087,5,10.5,-14.5,-8.1,2.4,10.3,8.6,8.4,2.4
0.5,2045,2016,fossil,future,Pessimistic,flat,4.14,126,1039,0,0,0,0,0,0,0,0,0
0.5,2045,2016,fossil,future,Pessimistic,dynamic,4.05,110,1062,5,3.9,-16.7,-2.6,1.3,13.1,4.3,3.5,1.3
0.5,2045,2016,100% Renewable,current,Optimistic,flat,100,164,903,0,-33.3,32.8,-5.6,-38.9,-29.3,-29.3,-29.3,0
0.5,2045,2016,100% Renewable,current,Optimistic,dynamic,100,128,1065,60,-13.6,-12.5,0.3,-13.3,3.4,-17.8,-26.8,25.6
0.5,2045,2016,100% Renewable,current,Moderate,flat,100,164,909,0,-32.4,35.9,-6.6,-39,-29.5,-29.5,-29.5,0
0.5,2045,2016,100% Renewable,current,Moderate,dynamic,100,133,1022,71,-21.5,-13.9,1.8,-19.7,3.8,-20,-29.4,19.3
0.5,2045,2016,100% Renewable,current,Pessimistic,flat,100,164,900,0,-35,43.2,-3.9,-38.9,-29.3,-29.3,-29.3,0
0.5,2045,2016,100% Renewable,current,Pessimistic,dynamic,NA,136,998,81,-27.9,-16.9,2.8,-25.1,9,-16.8,-29,13.8
0.5,2045,2016,100% Renewable,future,Optimistic,flat,100,101,1161,0,23.7,-20.7,-25.9,-2.2,20.3,20.3,20.3,0
0.5,2045,2016,100% Renewable,future,Optimistic,dynamic,100,82,1370,36,42,-46.4,-24.8,17.1,43.1,29.9,26,19.3
0.5,2045,2016,100% Renewable,future,Moderate,flat,100,101,1162,0,23.9,-20.8,-26.1,-2.2,19.8,19.8,19.8,0
0.5,2045,2016,100% Renewable,future,Moderate,dynamic,100,87,1315,38,37.8,-47.2,-24.6,13.1,43.3,29.3,25.7,15.3
0.5,2045,2016,100% Renewable,future,Pessimistic,flat,100,101,1161,0,22.9,-20,-25.1,-2.2,19.9,19.9,19.9,0
0.5,2045,2016,100% Renewable,future,Pessimistic,dynamic,100,90,1279,40,34.2,-47.3,-23.9,10.3,44.4,29.8,25.9,12.5
0.5,2045,2016,unconst.,current,Optimistic,flat,3.15,74,1371,0,55.7,-45.9,-9.6,46.1,42.2,42.2,42.2,0
0.5,2045,2016,unconst.,current,Optimistic,dynamic,9.14,75,1371,8,51.8,-45.9,-0.8,51,42.8,41.2,41.1,4.9
0.5,2045,2016,unconst.,current,Moderate,flat,4.28,85,1277,0,42.3,-35.7,4,46.3,33.3,33.3,33.3,0
0.5,2045,2016,unconst.,current,Moderate,dynamic,3.84,69,1411,5,59.8,-49.8,-9.2,50.7,47.7,46.4,46.1,4.4
0.5,2045,2016,unconst.,current,Pessimistic,flat,4.07,84,1270,0,40.9,-23.5,5.5,46.3,34.2,34.2,34.2,0
0.5,2045,2016,unconst.,current,Pessimistic,dynamic,3.02,61,1426,0,60.4,-50,-11.8,48.5,53.3,47.6,47.2,2.2
0.5,2045,2016,unconst.,future,Optimistic,flat,75,93,1211,0,31.9,-26.2,-0.1,31.7,26.4,26.4,26.4,0
0.5,2045,2016,unconst.,future,Optimistic,dynamic,83,75,1368,21,45.6,-46.8,-2.1,43.5,43.7,34.5,31.4,11.8
0.5,2045,2016,unconst.,future,Moderate,flat,75,93,1211,0,32.2,-26.4,-0.4,31.8,26.2,26.2,26.2,0
0.5,2045,2016,unconst.,future,Moderate,dynamic,81,81,1316,26,40.6,-47.8,-0.3,40.4,43.8,32,29.2,8.6
0.5,2045,2016,unconst.,future,Pessimistic,flat,75,94,1210,0,31.2,-25.6,0.5,31.7,26.2,26.2,26.2,0
0.5,2045,2016,unconst.,future,Pessimistic,dynamic,80,87,1275,32,35.7,-48.7,2,37.8,45.5,30.9,27.8,6.1
0.5,2007,half,fossil,current,Optimistic,flat,2.92,90,1379,0,40.4,-24.1,9,49.4,29.5,29.5,29.5,0
0.5,2007,half,fossil,current,Optimistic,dynamic,2.44,62,1661,4,76.7,-58.7,-19.8,56.9,53,52.8,52.8,7.5
0.5,2007,half,fossil,current,Moderate,flat,2.92,89,1379,0,38.7,-22.1,10.2,49,30.2,30.2,30.2,0
0.5,2007,half,fossil,current,Moderate,dynamic,2.33,56,1746,5,82.3,-61.8,-26.8,55.5,58.7,58.2,58.2,6.5
0.5,2007,half,fossil,current,Pessimistic,flat,2.92,89,1378,0,38.8,-24.9,10.4,49.2,30.1,30.1,30.1,0
0.5,2007,half,fossil,current,Pessimistic,dynamic,2.41,49,1693,1,77.3,-64.1,-22.2,55.1,63.8,55,54.1,5.9
0.5,2007,half,fossil,future,Optimistic,flat,3.44,126,1151,0,0,0,0,0,0,0,0,0
0.5,2007,half,fossil,future,Optimistic,dynamic,3.24,111,1232,4,17.3,-18.7,-13.7,3.5,12.1,12,12.1,3.5
0.5,2007,half,fossil,future,Moderate,flat,3.45,127,1150,0,0,0,0,0,0,0,0,0
0.5,2007,half,fossil,future,Moderate,dynamic,3.24,111,1232,4,16.1,-18.1,-12.7,3.4,13.1,12.9,12.9,3.4
0.5,2007,half,fossil,future,Pessimistic,flat,3.44,126,1152,0,0,0,0,0,0,0,0,0
0.5,2007,half,fossil,future,Pessimistic,dynamic,3.32,107,1200,0,9.3,-18.7,-6.4,2.9,15.2,7.7,7.1,2.9
0.5,2007,half,100% Renewable,current,Optimistic,flat,100,170,983,0,-41.5,39.3,-0.8,-42.3,-34.4,-34.4,-34.4,0
0.5,2007,half,100% Renewable,current,Optimistic,dynamic,100,129,1170,62,-13.1,-13.5,2,-11.1,2,-20.1,-29.7,31.2
0.5,2007,half,100% Renewable,current,Moderate,flat,100,170,987,0,-42.7,41.5,0.9,-41.9,-33.2,-33.2,-33.2,0
0.5,2007,half,100% Renewable,current,Moderate,dynamic,100,133,1123,65,-20.4,-12.8,2.3,-18.1,4.1,-19.4,-28,23.8
0.5,2007,half,100% Renewable,current,Pessimistic,flat,100,171,987,0,-42.5,39.5,0.4,-42.1,-34.6,-34.6,-34.6,0
0.5,2007,half,100% Renewable,current,Pessimistic,dynamic,NA,140,1087,79,-29.3,-11.4,6.7,-22.6,3.6,-21,-32.9,19.5
0.5,2007,half,100% Renewable,future,Optimistic,flat,100,102,1286,0,26.9,-26.4,-23.3,3.6,19.4,19.4,19.4,0
0.5,2007,half,100% Renewable,future,Optimistic,dynamic,100,82,1513,35,47.8,-51,-22.2,25.7,42.3,29.4,25.7,22.1
0.5,2007,half,100% Renewable,future,Moderate,flat,100,102,1286,0,25.3,-25,-21.8,3.5,20.2,20.2,20.2,0
0.5,2007,half,100% Renewable,future,Moderate,dynamic,100,88,1454,38,41.6,-49.2,-20.1,21.5,43.2,29.8,26.2,18
0.5,2007,half,100% Renewable,future,Pessimistic,flat,100,102,1286,0,24.8,-24.7,-21.3,3.6,19.7,19.7,19.7,0
0.5,2007,half,100% Renewable,future,Pessimistic,dynamic,100,91,1420,41,38.7,-49.2,-19.9,18.8,43.6,29.8,25.9,15.2
0.5,2007,half,unconst.,current,Optimistic,flat,3.05,89,1379,0,41,-28.9,8.4,49.4,29.7,29.7,29.7,0
0.5,2007,half,unconst.,current,Optimistic,dynamic,2.45,62,1659,4,75.3,-57.9,-18.4,56.9,53.1,52.9,52.9,7.5
0.5,2007,half,unconst.,current,Moderate,flat,3.05,88,1379,0,39.1,-27.3,9.9,49,31.1,31.1,31.1,0
0.5,2007,half,unconst.,current,Moderate,dynamic,2.44,62,1661,5,73,-57.1,-16.7,56.3,53.7,53,52.9,7.3
0.5,2007,half,unconst.,current,Pessimistic,flat,3.05,90,1379,0,38.6,-27.9,10.7,49.2,29.5,29.5,29.5,0
0.5,2007,half,unconst.,current,Pessimistic,dynamic,2.4,50,1699,2,77.9,-64.7,-23,54.9,63.4,55.5,54.6,5.7
0.5,2007,half,unconst.,future,Optimistic,flat,79,96,1325,0,32.8,-29.3,3.1,35.8,24.1,24.1,24.1,0
0.5,2007,half,unconst.,future,Optimistic,dynamic,85,76,1512,21,51.5,-51.4,-1.9,49.6,43.2,33.9,30.6,13.8
0.5,2007,half,unconst.,future,Moderate,flat,79,95,1333,0,33.1,-28.7,2.4,35.5,25.8,25.8,25.8,0
0.5,2007,half,unconst.,future,Moderate,dynamic,84,81,1460,27,44.8,-50.2,1,45.9,44,32.7,29.7,10.4
0.5,2007,half,unconst.,future,Pessimistic,flat,79,95,1333,0,32.8,-28.5,2.9,35.7,25.2,25.2,25.2,0
0.5,2007,half,unconst.,future,Pessimistic,dynamic,83,87,1412,31,40.3,-50.3,3.4,43.7,44.2,30.9,27.7,8
0.5,2045,half,fossil,current,Optimistic,flat,3.11,82,1283,0,48.4,-38.2,2.5,50.9,35.1,35.1,35.1,0
0.5,2045,half,fossil,current,Optimistic,dynamic,2.68,61,1508,2,77.7,-59.7,-21.6,56,53.4,53.4,53.4,5.1
0.5,2045,half,fossil,current,Moderate,flat,3.26,92,1222,0,38.3,-28.9,11.7,50,27.4,27.4,27.4,0
0.5,2045,half,fossil,current,Moderate,dynamic,2.68,61,1508,3,75.6,-58.1,-19.8,55.8,53.5,53.3,53.3,5.8
0.5,2045,half,fossil,current,Pessimistic,flat,3.11,84,1283,0,45.6,-36,5.3,50.9,33.5,33.5,33.5,0
0.5,2045,half,fossil,current,Pessimistic,dynamic,2.46,49,1648,0,90,-66.5,-37.2,52.8,63.5,61.9,61.7,1.9
0.5,2045,half,fossil,future,Optimistic,flat,3.76,125,1043,0,0,0,0,0,0,0,0,0
0.5,2045,half,fossil,future,Optimistic,dynamic,3.8,127,1033,4,-0.4,-6.1,4.1,3.7,-2,-2,-2,3.7
0.5,2045,half,fossil,future,Moderate,flat,3.77,126,1041,0,0,0,0,0,0,0,0,0
0.5,2045,half,fossil,future,Moderate,dynamic,3.79,127,1035,5,-2.4,-4.5,6.1,3.7,-1.1,-1.2,-1.2,3.7
0.5,2045,half,fossil,future,Pessimistic,flat,3.76,125,1043,0,0,0,0,0,0,0,0,0
0.5,2045,half,fossil,future,Pessimistic,dynamic,3.64,107,1083,0,9.1,-20,-6.3,2.8,14.3,6.9,6.4,2.8
0.5,2045,half,100% Renewable,current,Optimistic,flat,100,171,888,0,-43.6,39.9,0.5,-43.1,-36.2,-36.2,-36.2,0
0.5,2045,half,100% Renewable,current,Optimistic,dynamic,100,128,1064,62,-11.5,-15.5,-0.1,-11.7,1.8,-19.5,-28.3,31.4
0.5,2045,half,100% Renewable,current,Moderate,flat,100,171,892,0,-42,32.3,-1,-43,-35.6,-35.6,-35.6,0
0.5,2045,half,100% Renewable,current,Moderate,dynamic,100,135,1020,73,-22.3,-13.2,4.2,-18.1,2.5,-20.9,-30.7,24.9
0.5,2045,half,100% Renewable,current,Pessimistic,flat,100,173,886,0,-45.3,39.9,2.1,-43.1,-37.2,-37.2,-37.2,0
0.5,2045,half,100% Renewable,current,Pessimistic,dynamic,100,138,989,80,-27.9,-13,4.9,-23,3.2,-21.4,-32.3,20.1
